ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
15,Hawaii,HI,15001,Hawaii County,15001020100,Census Tract 201; Hawaii County; Hawaii,97.064446654332,4499,472,2089,161,1644,141,818,213,183,104,367,95,268,107,210,97,890,144,840,192,754,148,68,42,204,94,3555,505,6,5,10,12,83,41,89,36,18,5,18.3,4.3,7.7,3.9,22.3,5.5,8.1,3.1,4.7,2.0,19.8,3.7,18.7,3.1,16.9,3.4,4.1,2.5,4.7,2.1,79.0,7.6,0.2,0.2,0.5,0.6,5.0,2.5,5.4,2.1,0.4,0.1,0.6792,0.7725,0.4693,0.6854,0.691,3.2974,0.7844,0.4554,0.4671,0.8561,0.5613,0.6948,3.0347,0.8019,0.4014,0.4014,0.4014,0.2075,0.8278,0.3561,0.5637,0.5352,2.4903,0.6675,9.2238,0.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,318,91,5,7,542,190,1132,249,0,12,553,229,1315,342,8,10,19.3,5.4,0.1,0.1,12.0,4.0,25.2,5.0,0.0,0.7,12.3,4.8,29.2,6.2,0.2,0.2
15,Hawaii,HI,15003,Honolulu County,15003981700,Census Tract 9817; Honolulu County; Hawaii,2.192000282214,3557,502,908,210,862,210,501,208,43,33,566,212,0,12,48,38,0,12,754,162,62,38,63,51,17,51,1308,754,6,15,0,12,35,31,0,12,1223,46,21.5,7.7,7.9,6.4,65.7,18.7,0.0,2.5,3.0,2.3,0.0,0.9,21.2,4.6,3.9,2.5,7.3,5.6,0.5,1.6,36.8,20.6,0.7,1.6,0.0,3.5,4.1,3.5,0.0,3.7,34.4,5.0,0.7736,0.7962,0.9906,0.0,0.4906,3.051,0.6919,0.0,0.6009,0.0259,0.8113,0.1315,1.5696,0.0778,0.0211,0.0211,0.0211,0.2311,0.0,0.309,0.0,0.9742,1.5143,0.3019,6.156,0.2962,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5742,0,12,322,229,869,261,42,35,7,17,3,7,65,52,0,12,0.0,3.7,9.1,6.5,24.4,7.8,1.2,1.0,0.2,0.5,0.1,0.2,1.8,1.5,0.0,0.9
15,Hawaii,HI,15003,Honolulu County,15003981801,Census Tract 9818.01; Honolulu County; Hawaii,0.350133895986,3333,559,1209,177,1089,191,433,251,52,49,432,176,48,74,0,12,0,12,1234,258,78,62,76,64,8,48,1660,725,8,19,0,12,31,39,0,12,0,12,13.0,7.2,7.7,7.2,39.7,14.6,2.9,4.4,0.0,1.4,0.0,1.0,37.0,5.3,3.3,2.6,7.0,5.7,0.3,1.7,49.8,20.1,0.7,1.6,0.0,2.6,2.8,3.5,0.0,2.9,0.0,0.4,0.4858,0.7725,0.8585,0.2559,0.0,2.3727,0.4526,0.0,0.9554,0.0189,0.7948,0.0845,1.8536,0.1627,0.0939,0.0939,0.0939,0.2311,0.0,0.2264,0.0,0.0,0.4575,0.0448,4.7777,0.0877,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3753,0,12,89,98,1243,517,54,76,0,12,0,12,274,157,0,12,0.0,2.9,2.7,2.9,37.3,12.7,1.6,2.3,0.0,1.0,0.0,1.0,8.2,4.7,0.0,1.0
15,Hawaii,HI,15003,Honolulu County,15003981802,Census Tract 9818.02; Honolulu County; Hawaii,0.823899968984,1392,456,436,112,436,112,99,91,55,53,76,42,6,10,0,12,0,12,547,234,65,64,16,23,6,47,504,625,17,27,0,12,60,96,0,12,0,12,7.1,6.1,14.2,12.8,17.4,8.5,0.8,1.3,0.0,3.0,0.0,2.3,39.3,6.1,6.2,6.2,3.7,5.2,0.5,4.2,36.2,43.3,3.9,6.1,0.0,7.2,13.8,21.7,0.0,7.2,0.0,0.9,0.2264,0.9692,0.2948,0.0657,0.0,1.5561,0.1991,0.0,0.9718,0.1038,0.5165,0.1315,1.7236,0.1132,0.0188,0.0188,0.0188,0.4458,0.0,0.8137,0.0,0.0,1.2595,0.2075,4.558,0.064,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,946,0,12,0,12,437,209,40,32,0,12,0,12,27,24,0,12,0.0,7.2,0.0,2.3,31.4,14.9,2.9,2.6,0.0,2.3,0.0,2.3,1.9,1.9,0.0,2.3
15,Hawaii,HI,15003,Honolulu County,15003981803,Census Tract 9818.03; Honolulu County; Hawaii,1.068671262394,3401,159,472,81,388,79,368,134,11,13,305,115,5,8,5,8,0,12,184,44,0,12,59,25,51,91,1353,309,0,16,0,12,0,16,24,39,2530,49,42.3,13.6,3.6,4.4,78.6,24.9,0.8,1.3,1.0,1.7,0.0,0.9,5.4,1.3,0.0,6.5,15.2,5.7,1.6,2.8,39.8,8.9,0.0,3.4,0.0,6.6,0.0,4.1,6.2,9.8,74.4,3.8,0.967,0.4005,0.9976,0.0657,0.1462,2.577,0.5213,0.0,0.0211,0.0,0.9764,0.3756,1.3731,0.0401,0.0376,0.0376,0.0376,0.0,0.0,0.0,0.5943,0.9906,1.5849,0.3255,5.5726,0.2062,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4,3369,0,12,231,108,799,206,131,108,53,80,23,39,116,81,0,12,0.0,8.0,6.8,3.2,23.5,6.0,3.9,3.2,1.6,2.3,0.7,1.1,3.4,2.4,0.0,0.9
15,Hawaii,HI,15003,Honolulu County,15003981900,Census Tract 9819; Honolulu County; Hawaii,3.049491125198,586,97,14,23,14,23,64,100,0,12,0,24,0,12,0,12,0,12,50,77,0,12,14,25,0,48,245,179,0,16,0,12,0,16,0,12,522,14,100.0,0.0,-999.0,-999.0,0.0,100.0,0.0,30.5,0.0,37.0,0.0,5.4,8.5,11.9,0.0,37.0,100.0,70.0,0.0,8.7,41.8,29.8,0.0,100.0,0.0,79.3,0.0,100.0,0.0,79.3,89.1,14.9,0.9976,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0493,0.0,1.0,0.0,1.0493,0.0118,0.0493,0.0493,0.0493,0.0,0.0,0.0,0.0,0.993,0.993,0.1509,-999.0,-999.0,1,-999,0,0,0,-999,0,0,0,1,0,1,0,0,0,0,0,0,1,1,-999,2519,0,12,71,65,102,65,39,40,0,12,0,12,33,43,0,12,0.0,79.3,12.1,11.0,17.4,11.3,6.7,6.8,0.0,5.4,0.0,5.4,5.6,7.4,0.0,5.4
15,Hawaii,HI,15003,Honolulu County,15003982000,Census Tract 9820; Honolulu County; Hawaii,1.627218770858,1054,356,221,98,187,94,28,34,5,8,5,22,17,27,0,12,4,7,328,172,34,32,0,16,6,47,370,497,19,30,0,12,0,16,0,12,312,23,3.8,4.2,2.5,3.6,2.7,11.7,3.4,5.4,0.0,4.7,0.4,0.6,31.1,6.4,5.1,5.4,0.0,8.6,0.7,5.3,35.1,45.6,8.6,13.0,0.0,13.6,0.0,8.6,0.0,15.9,29.6,10.2,0.059,0.2464,0.0094,0.3075,0.0,0.6223,0.0213,0.0423,0.9061,0.0542,0.0,0.1667,1.1693,0.0165,0.0141,0.0141,0.0141,0.5307,0.0,0.0,0.0,0.9718,1.5025,0.2995,3.3082,0.0166,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2989,19,28,121,107,146,127,7,15,6,7,0,12,90,62,0,12,10.2,15.4,11.5,9.2,13.9,12.1,0.7,1.4,0.6,0.7,0.0,3.0,8.5,7.4,0.0,3.0
15,Hawaii,HI,15003,Honolulu County,15003982100,Census Tract 9821; Honolulu County; Hawaii,0.018491196984,0,12,0,12,0,12,0,12,0,12,0,24,0,12,0,12,0,12,0,12,0,12,0,16,0,48,0,16,0,16,0,12,0,16,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,676,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
15,Hawaii,HI,15003,Honolulu County,15003982200,Census Tract 9822; Honolulu County; Hawaii,3.216205721676,181,18,0,12,0,12,0,12,0,12,0,24,0,12,0,12,0,12,0,12,0,12,0,16,0,48,38,59,0,16,0,12,0,16,0,12,181,18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,40.4,-999.0,-999.0,0.0,16.4,0.0,16.4,-999.0,-999.0,-999.0,-999.0,0.0,26.5,21.0,32.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0023,0.0023,0.0023,-999.0,-999.0,-999.0,-999.0,0.9977,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,0,-999,-999,0,0,-999,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,130,0,12,0,12,38,52,0,12,0,12,0,12,0,12,0,12,-999.0,-999.0,0.0,16.4,21.0,29.0,0.0,16.4,0.0,16.4,0.0,16.4,0.0,16.4,0.0,16.4
15,Hawaii,HI,15005,Kalawao County,15005031900,Census Tract 319; Kalawao County; Hawaii,11.991402633506,50,21,96,21,32,20,10,6,0,12,5,21,4,3,3,9,11,9,0,12,10,7,0,16,0,48,37,21,2,12,1,2,0,16,3,4,14,5,21.3,7.4,0.0,49.4,15.6,64.9,8.0,7.4,6.4,18.3,22.0,18.2,0.0,41.9,21.3,14.9,0.0,50.0,0.0,96.0,74.0,28.2,2.1,12.5,1.0,2.6,0.0,50.0,9.4,12.8,28.0,15.4,0.7712,0.0,0.2594,0.6737,0.8514,2.5557,0.5047,0.5869,0.0,0.9575,0.0,0.0,1.5444,0.0708,0.3263,0.3263,0.3263,0.3632,0.8915,0.0,0.7217,0.9695,2.9459,0.7854,7.3723,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,82,4,4,1,2,6,10,6,6,9,19,6,6,9,11,0,12,12.5,12.6,2.0,4.0,12.0,21.3,12.0,12.1,18.0,26.6,12.0,12.2,18.0,21.7,0.0,41.9
15,Hawaii,HI,15007,Kauai County,15007040104,Census Tract 401.04; Kauai County; Hawaii,78.253239838488,1278,256,832,57,407,72,210,108,35,23,87,40,127,60,158,65,289,88,381,115,190,71,55,36,0,48,628,301,30,33,23,18,63,38,36,33,0,12,16.4,7.8,6.0,4.2,21.4,9.1,15.8,6.8,12.4,4.5,22.6,7.0,29.8,5.5,14.9,5.6,13.5,8.5,0.0,3.9,49.1,21.4,3.6,4.0,2.8,2.2,15.5,8.9,8.8,7.6,0.0,0.9,0.6179,0.6517,0.4363,0.9061,0.9811,3.5931,0.8673,0.6291,0.8826,0.7524,0.9575,0.0,3.2216,0.875,0.0892,0.0892,0.0892,0.4316,0.9811,0.8467,0.6934,0.0,2.9528,0.7901,9.8567,0.8507,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,1951,16,14,0,12,0,12,67,45,0,12,320,171,241,123,0,12,3.9,3.4,0.0,2.5,0.0,2.5,5.2,3.4,0.0,2.5,25.0,11.0,18.9,8.6,0.0,2.5
15,Hawaii,HI,15007,Kauai County,15007040105,Census Tract 401.05; Kauai County; Hawaii,42.134509326146,4508,504,1728,136,1362,154,970,378,81,49,371,131,291,151,450,224,1026,185,841,252,525,152,35,27,94,81,1815,636,22,20,40,50,104,47,25,23,0,12,21.5,8.0,3.5,1.9,27.2,9.1,8.6,4.2,10.0,4.5,22.8,4.0,18.7,4.7,11.7,3.3,2.5,2.0,2.2,1.9,40.3,13.4,1.3,1.2,2.3,2.9,7.7,3.3,1.8,1.7,0.0,0.3,0.7736,0.3768,0.5967,0.73,0.9575,3.4346,0.8318,0.6432,0.4671,0.4953,0.3844,0.4789,2.4689,0.4976,0.0399,0.0399,0.0399,0.309,0.967,0.5377,0.2594,0.0,2.0731,0.5,8.0165,0.5948,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3197,21,26,30,29,287,187,797,287,0,12,43,30,639,256,19,23,1.5,1.9,0.7,0.7,6.4,4.0,17.7,5.7,0.0,0.7,1.0,0.7,14.2,5.3,0.4,0.5
15,Hawaii,HI,15007,Kauai County,15007040106,Census Tract 401.06; Kauai County; Hawaii,2.601181143162,2007,310,2674,185,927,154,426,125,48,41,325,95,54,27,36,31,650,119,412,128,313,131,27,25,15,52,571,405,1001,205,16,26,14,15,24,22,0,12,21.2,5.3,5.3,4.5,35.1,8.4,3.5,1.8,1.8,1.5,32.4,6.1,20.5,4.6,15.6,6.0,2.9,2.7,0.8,2.7,28.5,19.7,37.4,7.2,0.6,1.0,1.5,1.6,2.6,2.4,0.0,0.6,0.7689,0.6019,0.7783,0.3169,0.2783,2.7443,0.5758,0.946,0.5516,0.8019,0.4292,0.1808,2.9095,0.7476,0.0047,0.0047,0.0047,0.7547,0.8443,0.1274,0.342,0.0,2.0684,0.4953,7.7269,0.5521,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2449,24,21,16,25,320,195,97,50,0,12,0,12,132,74,6,9,2.6,2.3,0.8,1.2,15.9,9.1,4.8,2.3,0.0,1.6,0.0,1.6,6.6,3.2,0.3,0.4
15,Hawaii,HI,15007,Kauai County,15007040204,Census Tract 402.04; Kauai County; Hawaii,7.87264680714,6039,668,2129,249,1956,235,429,225,81,71,573,243,141,122,195,112,1332,266,1431,396,558,221,28,50,48,83,3448,838,0,24,24,49,206,105,0,17,59,6,7.1,3.7,2.8,2.5,29.3,11.9,3.2,2.8,3.2,1.8,22.1,4.6,23.7,5.2,9.2,3.5,1.4,2.6,0.9,1.5,57.1,12.4,0.0,1.1,1.1,2.3,10.5,5.2,0.0,1.6,1.0,0.1,0.2264,0.3033,0.6462,0.2887,0.5189,1.9835,0.3199,0.5939,0.7277,0.283,0.2311,0.1972,2.0329,0.25,0.1479,0.1479,0.1479,0.0,0.9009,0.6816,0.0,0.6737,2.2562,0.5825,6.4205,0.3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2427,34,58,0,17,451,254,655,244,0,17,254,221,2074,574,14,24,1.7,3.1,0.0,0.5,7.5,4.2,10.8,4.6,0.0,0.5,4.2,3.6,34.3,8.1,0.2,0.4
15,Hawaii,HI,15007,Kauai County,15007040205,Census Tract 402.05; Kauai County; Hawaii,6.06804466934,4681,576,2363,197,1683,219,669,267,160,84,466,136,176,82,537,260,1175,217,897,214,501,134,56,51,40,56,2531,785,591,148,0,12,3,14,24,20,0,12,14.4,5.5,6.4,3.4,27.7,7.2,5.0,2.3,11.5,5.3,25.1,4.4,19.2,3.9,10.7,2.7,3.3,3.0,0.9,1.2,54.1,15.4,25.0,5.9,0.0,1.4,0.2,0.8,1.4,1.2,0.0,0.3,0.5519,0.6872,0.6061,0.4319,0.9764,3.2535,0.7654,0.7559,0.493,0.4104,0.467,0.1972,2.3235,0.4057,0.1221,0.1221,0.1221,0.6863,0.0,0.059,0.2241,0.0,0.9694,0.1415,6.6685,0.3791,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3704,192,92,31,34,716,244,978,272,10,13,222,151,574,180,0,12,11.4,5.3,0.7,0.7,15.3,5.3,20.9,5.5,0.2,0.3,4.7,3.2,12.3,3.6,0.0,0.7
15,Hawaii,HI,15007,Kauai County,15007040301,Census Tract 403.01; Kauai County; Hawaii,2.323423225382,6116,892,2028,246,1839,261,649,267,53,54,476,172,328,185,336,216,1228,296,1040,343,872,206,144,95,112,106,4001,1062,128,110,0,17,128,105,170,144,24,6,10.6,4.1,1.6,1.6,25.9,8.6,7.0,3.7,5.5,3.3,20.1,5.0,17.0,4.7,14.3,3.2,7.8,5.0,1.9,1.8,65.4,14.5,6.3,5.4,0.0,1.6,7.0,5.6,9.2,7.1,0.4,0.1,0.3821,0.1303,0.5637,0.5962,0.7665,2.4388,0.4763,0.4671,0.3638,0.7099,0.8396,0.439,2.8194,0.7052,0.2277,0.2277,0.2277,0.5071,0.0,0.4811,0.7099,0.5352,2.2333,0.5731,7.7192,0.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,225,143,48,70,607,261,2193,625,0,17,521,198,632,339,0,17,12.2,7.2,0.8,1.1,9.9,3.9,35.9,8.3,0.0,0.5,8.5,3.2,10.3,5.7,0.0,0.5
15,Hawaii,HI,15007,Kauai County,15007040302,Census Tract 403.02; Kauai County; Hawaii,1.287410014556,2463,736,1288,184,744,167,151,97,54,79,176,111,208,177,212,193,499,153,482,364,175,87,0,16,22,53,2020,762,456,178,0,12,47,66,0,12,49,6,6.3,3.6,4.2,6.2,23.7,13.9,10.5,8.1,8.8,8.7,20.3,8.8,19.6,12.9,7.2,4.4,0.0,2.2,0.9,2.2,82.0,18.9,35.4,12.9,0.0,2.5,6.3,8.8,0.0,4.3,2.0,0.6,0.184,0.4763,0.5142,0.8005,0.9245,2.8995,0.6303,0.4789,0.5141,0.1509,0.0,0.1972,1.3411,0.0354,0.4577,0.4577,0.4577,0.7524,0.0,0.4387,0.0,0.784,1.9751,0.4481,6.6734,0.3815,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4839,6,11,0,12,392,405,1085,671,0,12,117,92,409,196,17,27,0.8,1.5,0.0,1.3,15.9,15.7,44.1,20.8,0.0,1.3,4.8,3.7,16.6,7.6,0.7,1.1
15,Hawaii,HI,15007,Kauai County,15007040401,Census Tract 404.01; Kauai County; Hawaii,76.384108087326,7505,1008,2212,234,1806,230,873,339,231,104,395,139,605,220,277,152,1048,229,1385,334,723,160,43,36,490,233,6682,1030,653,261,7,11,304,157,113,104,284,50,12.1,4.4,5.5,2.4,21.9,7.2,11.3,3.4,3.9,2.1,14.0,2.4,18.5,3.5,10.1,2.6,2.3,2.0,6.8,3.1,89.0,6.7,29.5,11.4,0.3,0.5,16.8,8.4,6.3,5.6,3.8,0.4,0.4387,0.6137,0.4458,0.831,0.5943,2.9235,0.6469,0.2113,0.4577,0.3538,0.3538,0.7958,2.1724,0.3113,0.6667,0.6667,0.6667,0.7217,0.8042,0.8679,0.6038,0.8732,3.8708,0.9741,9.6334,0.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123,161,121,24,44,819,314,3248,830,13,19,741,353,1837,482,0,17,8.9,6.4,0.3,0.6,10.9,4.1,43.3,7.4,0.2,0.3,9.9,4.8,24.5,5.9,0.0,0.4
15,Hawaii,HI,15007,Kauai County,15007040402,Census Tract 404.02; Kauai County; Hawaii,2.416940218598,2798,446,971,114,920,118,342,159,17,24,179,93,99,66,81,77,866,227,654,153,419,179,67,42,70,88,2270,477,121,84,0,12,84,46,82,65,0,12,12.2,5.4,1.4,1.9,19.5,9.8,5.0,3.4,2.9,2.7,31.0,7.1,23.4,4.5,15.0,6.0,7.3,4.5,2.7,3.4,81.1,11.1,12.4,8.5,0.0,3.3,9.1,4.9,8.9,6.8,0.0,0.4,0.4458,0.1161,0.3821,0.4319,0.4693,1.8452,0.2796,0.9296,0.7089,0.7547,0.8113,0.5258,3.7303,0.9858,0.4343,0.4343,0.4343,0.5802,0.0,0.6085,0.6981,0.0,1.8868,0.4269,7.8966,0.5735,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5782,54,38,12,20,270,202,1234,390,0,12,73,91,681,235,0,12,5.9,4.2,0.4,0.7,9.6,7.1,44.1,10.5,0.0,1.2,2.6,3.2,24.3,6.9,0.0,1.2
15,Hawaii,HI,15007,Kauai County,15007040500,Census Tract 405; Kauai County; Hawaii,6.147153880324,7301,1026,2340,177,2133,226,1837,805,46,50,746,199,313,151,401,256,1388,219,1898,525,856,263,55,49,276,153,6307,1063,283,112,0,17,231,155,35,36,191,13,25.5,10.6,1.3,1.4,35.0,8.6,6.5,2.9,5.6,3.6,19.0,3.7,26.0,4.6,11.9,3.9,2.5,2.3,4.1,2.2,86.4,8.0,12.0,4.7,0.0,1.4,10.9,7.2,1.6,1.7,2.6,0.4,0.842,0.0995,0.7759,0.5634,0.7877,3.0685,0.6991,0.4131,0.8122,0.5236,0.3844,0.6502,2.7835,0.684,0.5869,0.5869,0.5869,0.5755,0.0,0.6981,0.2382,0.8146,2.3264,0.6085,8.7653,0.6967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,116,89,169,130,1239,496,3074,706,20,21,496,365,1309,401,0,17,5.4,4.2,2.3,1.8,17.0,6.1,42.1,8.0,0.3,0.3,6.8,4.7,17.9,5.6,0.0,0.4
15,Hawaii,HI,15007,Kauai County,15007040603,Census Tract 406.03; Kauai County; Hawaii,15.928976235352,2972,452,2067,120,1028,120,278,113,120,65,227,70,102,58,144,56,801,124,667,198,284,85,69,38,49,62,1927,484,667,113,0,12,67,48,88,53,10,3,9.4,3.5,8.2,3.8,22.1,6.3,4.8,2.7,4.9,1.6,27.0,4.9,22.4,4.2,9.7,3.2,6.7,3.6,1.7,2.2,64.8,13.0,32.3,5.1,0.0,1.6,6.5,4.6,8.6,4.8,0.3,0.1,0.3325,0.8104,0.4575,0.4131,0.7099,2.7234,0.5616,0.8286,0.6455,0.3184,0.7689,0.3991,2.9605,0.7665,0.2207,0.2207,0.2207,0.7382,0.0,0.4458,0.6887,0.4859,2.3586,0.6226,8.2632,0.6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,106,43,4,7,436,170,691,186,2,5,140,88,592,206,62,83,10.3,4.2,0.1,0.2,14.7,4.8,23.3,4.9,0.1,0.2,4.7,3.0,19.9,5.5,2.1,2.7
15,Hawaii,HI,15007,Kauai County,15007040604,Census Tract 406.04; Kauai County; Hawaii,8.388022706576,3509,423,1682,151,1294,153,563,221,167,97,373,112,112,48,129,61,829,151,843,210,299,100,77,45,18,47,2278,495,220,56,0,12,48,26,29,19,88,4,16.5,6.1,10.1,5.2,28.8,8.0,4.4,1.8,3.8,1.7,23.6,3.8,24.0,4.4,8.7,2.9,5.9,3.4,0.6,1.5,64.9,11.7,13.1,3.1,0.0,1.9,3.7,2.0,2.2,1.5,2.5,0.3,0.6226,0.8957,0.6344,0.3756,0.5755,3.1038,0.7156,0.6808,0.7418,0.2358,0.7052,0.1455,2.5091,0.5165,0.223,0.223,0.223,0.5943,0.0,0.2807,0.3042,0.8075,1.9867,0.4575,7.8226,0.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,95,56,25,32,534,228,787,227,3,6,224,119,703,196,2,3,7.3,4.3,0.7,0.9,15.2,6.2,22.4,6.0,0.1,0.2,6.4,3.3,20.0,4.8,0.1,0.1
15,Hawaii,HI,15007,Kauai County,15007040701,Census Tract 407.01; Kauai County; Hawaii,24.523655018102,3092,574,984,123,917,131,448,250,112,83,245,109,74,84,21,25,504,124,790,308,374,159,20,22,0,48,1971,658,0,16,0,12,66,59,12,20,0,12,14.5,7.6,7.7,5.3,26.7,11.3,3.7,4.2,0.7,0.8,16.3,4.8,25.5,6.9,12.2,4.8,2.2,2.4,0.0,1.7,63.7,17.7,0.0,1.6,0.0,3.2,7.2,6.4,1.3,2.2,0.0,0.4,0.5542,0.7725,0.5825,0.3357,0.1108,2.3557,0.4479,0.2981,0.7887,0.5448,0.3396,0.0,1.9712,0.2193,0.2089,0.2089,0.2089,0.0,0.0,0.5,0.217,0.0,0.717,0.0802,5.2528,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,42,35,0,12,831,332,240,123,0,12,103,90,797,411,0,12,4.6,3.9,0.0,1.0,26.9,9.2,7.8,4.4,0.0,1.0,3.3,2.9,25.8,11.4,0.0,1.0
