ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
35,New Mexico,NM,35001,Bernalillo County,35001000107,Census Tract 1.07; Bernalillo County; New Mexico,1.224330986408,2535,284,1299,199,1204,212,549,304,33,35,410,206,0,13,172,118,770,200,376,105,338,107,23,31,0,52,752,394,233,190,0,13,0,18,99,69,6,3,21.7,11.7,2.8,2.9,34.1,16.0,0.0,2.0,6.8,4.7,30.4,6.5,14.8,3.9,13.3,4.3,1.9,2.6,0.0,2.1,29.7,15.2,17.9,14.4,0.0,3.0,0.0,1.5,8.2,5.7,0.2,0.1,0.325,0.2413,0.7817,0.0,0.41,1.758,0.245,0.8856,0.1824,0.325,0.1567,0.0,1.5497,0.0833,0.0564,0.0564,0.0564,0.8985,0.0,0.0,0.7433,0.5008,2.1426,0.4317,5.5067,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,128,74,0,13,638,200,40,34,25,30,0,13,36,37,13,24,10.6,6.1,0.0,1.6,25.2,7.2,1.6,1.4,1.0,1.2,0.0,1.6,1.4,1.5,0.5,0.9
35,New Mexico,NM,35049,Santa Fe County,35049001107,Census Tract 11.07; Santa Fe County; New Mexico,1.009729703278,5098,574,2408,215,2319,230,967,439,139,104,802,252,244,193,373,202,1288,304,715,177,1033,272,110,80,44,96,3042,729,135,83,8,18,44,58,113,89,21,5,19.0,8.3,5.0,3.3,34.6,10.3,6.2,4.8,7.4,4.0,25.3,6.1,14.0,3.3,20.6,5.8,4.8,3.4,0.9,1.9,59.7,12.6,5.6,3.4,0.3,0.7,1.9,2.5,4.9,3.9,0.4,0.1,0.2683,0.4576,0.7883,0.2886,0.4517,2.2545,0.42,0.796,0.1642,0.7433,0.3817,0.3234,2.4086,0.4217,0.4163,0.4163,0.4163,0.7188,0.2013,0.445,0.5667,0.5755,2.5073,0.6,7.5867,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792,227,104,96,79,2636,438,154,121,0,19,0,19,135,87,21,31,9.8,4.6,1.9,1.6,51.7,7.4,3.0,2.4,0.0,0.8,0.0,0.8,2.6,1.8,0.4,0.6
35,New Mexico,NM,35049,Santa Fe County,35049001202,Census Tract 12.02; Santa Fe County; New Mexico,2.140666090804,6069,770,2655,312,2571,306,2637,702,299,158,1067,318,862,248,990,445,733,172,1585,360,1182,423,370,193,506,224,4713,865,419,197,865,328,208,146,163,115,109,18,43.6,10.2,10.4,5.8,41.5,11.3,20.3,5.7,16.5,7.0,12.1,3.3,26.1,4.4,19.7,6.3,14.4,7.3,9.0,3.8,77.7,10.3,15.8,7.2,32.6,10.0,8.1,5.6,6.3,4.5,1.8,0.2,0.7867,0.7903,0.9067,0.7678,0.8367,4.0882,0.9617,0.204,0.733,0.705,0.9117,0.8789,3.4326,0.9433,0.7098,0.7098,0.7098,0.8819,0.772,0.8583,0.6467,0.7595,3.9184,0.9867,12.149,0.995,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6868,717,225,20,27,4347,761,15,25,215,194,0,19,100,95,16,28,27.9,8.7,0.3,0.5,71.6,6.8,0.2,0.4,3.5,3.1,0.0,0.7,1.6,1.6,0.3,0.5
35,New Mexico,NM,35049,Santa Fe County,35049001203,Census Tract 12.03; Santa Fe County; New Mexico,4.136334278222,2986,524,1054,140,1024,143,1033,405,182,150,142,108,299,157,738,236,478,134,649,174,280,134,61,38,433,199,2410,549,29,32,522,120,120,75,10,17,0,13,34.9,12.3,11.0,7.6,13.9,10.4,13.6,7.1,24.7,6.5,16.0,4.0,21.7,4.4,9.4,4.5,6.0,3.6,15.6,6.7,80.7,11.7,2.8,3.0,49.5,8.1,11.7,7.1,1.0,1.6,0.0,0.4,0.615,0.8153,0.1667,0.5804,0.955,3.1324,0.7117,0.403,0.4959,0.105,0.4967,0.9569,2.4575,0.4533,0.743,0.743,0.743,0.614,0.9151,0.9183,0.185,0.0,2.6324,0.6583,8.9653,0.6967,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,4,2080,209,109,20,29,2345,464,6,10,0,13,0,13,39,39,0,13,20.4,9.6,0.7,1.0,78.5,5.0,0.2,0.3,0.0,1.3,0.0,1.3,1.3,1.4,0.0,1.3
35,New Mexico,NM,35049,Santa Fe County,35049001205,Census Tract 12.05; Santa Fe County; New Mexico,0.998531586972,6171,792,2114,249,1996,259,1869,705,122,90,803,243,847,291,1597,535,458,172,2076,442,554,196,327,131,867,272,5626,852,104,82,1300,286,104,71,22,33,5,2,30.8,10.9,3.8,2.7,40.2,11.0,26.4,8.0,25.9,7.5,7.4,2.9,33.6,4.6,9.0,3.2,16.4,6.2,15.1,4.4,91.2,7.3,4.9,3.8,61.5,11.8,5.2,3.5,1.1,1.7,0.1,0.0,0.5417,0.3394,0.8917,0.869,0.9683,3.6101,0.855,0.068,0.9436,0.085,0.945,0.9536,2.9952,0.8133,0.8673,0.8673,0.8673,0.6938,0.9617,0.7583,0.195,0.4312,3.04,0.845,10.5126,0.9167,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,1,0,0,0,1,5,2914,476,205,0,19,5366,802,0,19,135,117,0,19,116,129,9,13,23.8,9.3,0.0,0.6,87.0,5.3,0.0,0.6,2.2,1.9,0.0,0.6,1.9,2.1,0.1,0.2
35,New Mexico,NM,35049,Santa Fe County,35049001206,Census Tract 12.06; Santa Fe County; New Mexico,0.500422168976,4488,884,1475,135,1398,150,1645,775,69,80,626,194,761,357,940,403,314,123,1548,474,385,202,225,109,720,328,3995,899,157,90,411,137,196,144,149,92,6,2,36.7,15.7,3.3,4.1,44.8,13.0,30.4,11.4,21.0,7.5,7.0,3.1,34.5,5.7,8.6,4.1,16.0,7.6,16.9,6.8,89.0,9.7,10.7,6.0,27.9,9.1,14.0,10.2,10.7,6.6,0.1,0.0,0.6567,0.2978,0.9417,0.9171,0.92,3.7333,0.8867,0.0597,0.9569,0.0733,0.9367,0.9635,2.9901,0.81,0.8425,0.8425,0.8425,0.8236,0.6988,0.9483,0.8283,0.4312,3.7302,0.975,11.2961,0.9667,0,0,1,1,1,3,0,1,0,1,1,3,0,0,0,0,1,0,0,1,7,2085,195,111,15,25,3906,918,31,46,1,4,42,52,0,13,0,13,13.9,7.9,0.3,0.6,87.0,4.6,0.7,1.0,0.0,0.1,0.9,1.2,0.0,0.9,0.0,0.9
35,New Mexico,NM,35049,Santa Fe County,35049001207,Census Tract 12.07; Santa Fe County; New Mexico,0.571265708344,2998,499,1104,165,1066,171,845,407,100,113,174,102,330,171,461,285,386,187,702,236,383,224,33,46,346,225,2719,514,0,18,290,154,144,159,69,58,6,3,28.2,12.7,6.2,7.1,16.3,9.2,16.5,7.9,15.4,9.5,12.9,5.8,23.4,6.1,12.8,7.0,3.1,4.3,12.4,7.8,90.7,8.1,0.0,1.6,26.3,11.6,13.5,14.8,6.5,5.4,0.2,0.1,0.4783,0.5707,0.2433,0.6667,0.8183,2.7773,0.6033,0.2355,0.5788,0.29,0.2333,0.9337,2.2713,0.3517,0.8624,0.8624,0.8624,0.0,0.6855,0.9433,0.6583,0.5008,2.7879,0.7367,8.6989,0.6517,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1081,111,92,0,13,2609,519,101,100,0,13,0,13,9,17,0,13,10.4,8.9,0.0,1.3,87.0,5.6,3.4,3.3,0.0,1.3,0.0,1.3,0.3,0.6,0.0,1.3
35,New Mexico,NM,35049,Santa Fe County,35049001301,Census Tract 13.01; Santa Fe County; New Mexico,0.656788845752,1384,198,675,89,630,96,181,96,44,28,176,69,39,31,50,34,208,80,204,57,203,80,15,23,10,52,848,226,70,30,4,9,19,24,18,28,0,13,13.1,6.7,5.4,3.7,27.9,10.1,3.4,2.8,3.6,2.5,15.0,5.3,14.7,3.9,14.7,5.2,2.4,3.6,0.8,3.9,61.3,13.8,10.4,4.2,0.6,1.3,3.0,3.8,2.9,4.5,0.0,0.9,0.165,0.4892,0.6217,0.1526,0.1683,1.5968,0.21,0.3449,0.1774,0.425,0.1867,0.3002,1.4342,0.045,0.4577,0.4577,0.4577,0.8186,0.2346,0.59,0.4117,0.0,2.0549,0.385,5.5436,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,34,34,0,13,716,195,34,31,13,17,0,13,18,20,67,74,5.4,5.5,0.0,2.8,51.7,10.0,2.5,2.2,0.9,1.2,0.0,2.8,1.3,1.4,4.8,5.3
35,New Mexico,NM,35049,Santa Fe County,35049001302,Census Tract 13.02; Santa Fe County; New Mexico,0.759475375366,2975,634,1065,148,1012,147,1017,341,36,35,318,103,512,224,840,324,195,81,714,204,342,193,159,68,264,119,2544,650,139,71,591,130,96,55,17,22,0,13,34.4,8.9,2.3,2.2,31.4,9.1,28.7,8.9,28.2,7.3,6.6,2.9,24.0,4.4,11.5,5.7,15.7,6.3,9.5,3.7,85.5,12.1,13.1,6.4,55.5,8.6,9.5,5.3,1.7,2.2,0.0,0.4,0.6083,0.1864,0.725,0.9005,0.98,3.4002,0.79,0.0531,0.6086,0.21,0.93,0.8889,2.6906,0.625,0.7894,0.7894,0.7894,0.8602,0.9434,0.8783,0.2767,0.0,2.9586,0.8133,9.8388,0.8183,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,3939,163,76,42,38,2450,651,42,33,10,14,0,13,0,13,0,13,16.1,8.0,1.4,1.4,82.4,6.3,1.4,1.2,0.3,0.5,0.0,1.3,0.0,1.3,0.0,1.3
35,New Mexico,NM,35049,Santa Fe County,35049001304,Census Tract 13.04; Santa Fe County; New Mexico,2.374178263792,911,258,401,159,376,162,373,188,124,143,202,148,140,64,62,60,170,63,158,91,314,158,10,21,69,66,751,268,0,18,101,54,2,13,15,16,26,5,40.9,17.1,25.3,23.1,53.7,31.8,22.0,11.5,6.8,6.2,18.7,8.4,17.3,7.8,34.5,12.6,2.7,5.5,7.6,7.0,82.4,17.9,0.0,4.5,25.2,14.8,0.5,3.5,4.0,4.7,2.9,1.0,0.7417,0.995,0.9833,0.8043,0.41,3.9343,0.945,0.5622,0.2803,0.9717,0.2083,0.8541,2.8766,0.75,0.7562,0.7562,0.7562,0.0,0.6656,0.2583,0.5167,0.8375,2.2781,0.49,9.8452,0.82,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,817,56,38,3,6,725,253,0,13,0,13,0,13,23,35,0,13,14.9,10.9,0.3,0.7,79.6,10.2,0.0,4.3,0.0,4.3,0.0,4.3,2.5,3.8,0.0,4.3
35,New Mexico,NM,35049,Santa Fe County,35049001305,Census Tract 13.05; Santa Fe County; New Mexico,0.834221247648,4764,648,1884,226,1825,239,906,429,109,84,678,255,180,94,452,199,592,103,894,237,339,134,79,59,146,126,3324,723,0,18,38,47,116,118,44,50,0,13,19.1,8.6,3.7,2.8,37.2,13.1,5.3,2.4,9.5,4.1,12.4,2.4,18.8,4.5,7.1,3.0,4.4,3.2,3.3,2.8,69.8,11.8,0.0,1.0,2.0,2.5,6.4,6.4,2.4,2.7,0.0,0.3,0.27,0.3278,0.8433,0.2471,0.58,2.2682,0.4267,0.2172,0.3516,0.035,0.35,0.67,1.6238,0.1017,0.6153,0.6153,0.6153,0.0,0.3161,0.8067,0.345,0.0,1.4678,0.1733,5.9751,0.2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,140,103,91,80,2562,766,160,77,179,112,0,13,332,180,0,13,7.7,5.8,1.9,1.7,53.8,10.7,3.4,1.9,3.8,2.4,0.0,0.8,7.0,4.0,0.0,0.8
35,New Mexico,NM,35049,Santa Fe County,35049001306,Census Tract 13.06; Santa Fe County; New Mexico,1.560868300464,2511,533,849,136,849,136,765,381,39,63,308,144,164,169,283,179,153,87,761,231,242,145,204,98,167,176,2076,556,152,115,179,130,0,18,7,11,0,13,30.5,13.7,3.1,4.8,36.3,15.9,12.4,10.4,11.3,7.0,6.1,3.8,30.3,9.1,9.6,5.5,24.0,10.9,6.9,7.2,82.7,13.5,17.9,13.2,21.1,13.4,0.0,2.1,0.8,1.3,0.0,0.5,0.5317,0.2795,0.825,0.5307,0.6567,2.8236,0.62,0.0448,0.8839,0.1167,0.995,0.8308,2.8712,0.7433,0.7612,0.7612,0.7612,0.8985,0.6123,0.0,0.1517,0.0,1.6625,0.2483,8.1185,0.555,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3955,50,48,0,13,1955,463,0,13,10,16,0,13,111,120,0,13,5.9,5.6,0.0,1.6,77.9,7.0,0.0,1.6,0.4,0.6,0.0,1.6,4.4,4.4,0.0,1.6
35,New Mexico,NM,35049,Santa Fe County,35049010102,Census Tract 101.02; Santa Fe County; New Mexico,115.720727726064,4403,829,2373,342,1806,337,1123,519,138,169,218,177,430,341,650,397,872,386,1026,364,473,246,55,63,165,231,3648,905,0,18,812,304,149,128,0,13,8,3,25.5,10.8,7.6,8.7,12.1,9.5,13.7,9.9,14.8,8.4,19.8,8.4,23.3,6.6,10.7,5.6,3.1,3.4,4.0,5.5,82.9,13.4,0.0,0.8,34.2,11.3,8.3,6.9,0.0,2.2,0.2,0.1,0.4133,0.6705,0.1133,0.5837,0.7983,2.5791,0.5317,0.6153,0.5738,0.1617,0.2333,0.7164,2.3005,0.3667,0.7678,0.7678,0.7678,0.0,0.7903,0.8633,0.0,0.5008,2.1544,0.4417,7.8018,0.4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,470,259,0,13,3621,802,0,13,27,42,0,13,0,13,0,13,26.0,13.1,0.0,0.9,82.2,8.4,0.0,0.9,0.6,1.0,0.0,0.9,0.0,0.9,0.0,0.9
35,New Mexico,NM,35049,Santa Fe County,35049010204,Census Tract 102.04; Santa Fe County; New Mexico,67.424772567962,2038,266,1222,156,991,115,241,135,21,27,136,74,43,31,15,19,1067,157,231,148,290,75,17,24,31,68,534,363,11,20,70,44,0,18,33,25,0,13,11.9,6.5,3.0,3.8,13.7,7.3,2.5,1.8,0.7,0.9,52.4,8.4,11.3,6.3,14.2,3.4,1.7,2.4,1.6,3.4,26.2,17.5,0.9,1.6,5.7,3.7,0.0,1.8,3.3,2.5,0.0,0.6,0.1367,0.2679,0.1567,0.1045,0.0183,0.6841,0.025,0.9917,0.0929,0.3933,0.14,0.4627,2.0806,0.2617,0.0332,0.0332,0.0332,0.5092,0.406,0.0,0.46,0.0,1.3752,0.1467,4.1731,0.0583,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3296,63,54,0,13,479,206,0,13,0,13,0,13,55,45,0,13,6.4,5.6,0.0,1.9,23.5,9.2,0.0,1.9,0.0,1.9,0.0,1.9,2.7,2.2,0.0,1.9
35,New Mexico,NM,35049,Santa Fe County,35049010205,Census Tract 102.05; Santa Fe County; New Mexico,10.407294853662,1080,222,854,135,645,134,305,144,9,8,90,55,1,6,34,39,521,182,52,17,156,99,0,18,0,52,340,285,0,18,82,100,0,18,0,13,23,5,28.2,12.0,2.0,2.1,14.0,8.0,0.1,0.6,3.1,3.7,48.2,13.7,4.8,1.8,14.4,9.3,0.0,2.8,0.0,4.9,31.5,25.6,0.0,2.1,9.6,10.5,0.0,2.8,0.0,6.0,2.1,0.2,0.4783,0.1581,0.1733,0.0182,0.1233,0.9512,0.0467,0.9834,0.0232,0.4133,0.0,0.0,1.4199,0.04,0.073,0.073,0.073,0.0,0.4692,0.0,0.0,0.7944,1.2636,0.1233,3.7077,0.0317,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,829,96,91,15,18,325,192,0,13,0,13,0,13,0,13,0,13,14.9,13.7,1.4,1.7,30.1,14.7,0.0,3.6,0.0,3.6,0.0,3.6,0.0,3.6,0.0,3.6
35,New Mexico,NM,35049,Santa Fe County,35049010304,Census Tract 103.04; Santa Fe County; New Mexico,22.697555107044,4238,545,1963,179,1821,193,676,294,42,31,500,157,340,150,331,210,1224,187,657,215,576,159,70,52,194,117,2507,610,73,46,276,101,64,62,104,70,0,13,16.0,6.6,2.0,1.5,27.5,8.1,10.2,4.3,7.8,4.8,28.9,5.7,15.5,3.8,13.6,4.1,3.8,2.8,4.7,2.7,59.2,12.2,3.7,2.3,14.1,5.0,3.5,3.4,5.7,3.7,0.0,0.3,0.215,0.1581,0.6067,0.4577,0.4833,1.9208,0.3033,0.8624,0.2056,0.3517,0.2983,0.7512,2.4692,0.46,0.4113,0.4113,0.4113,0.6556,0.5125,0.6417,0.6117,0.0,2.4215,0.5567,7.2228,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,185,81,0,13,2176,514,92,88,130,152,11,16,89,63,9,15,10.2,4.4,0.0,0.9,51.3,7.6,2.2,2.1,3.1,3.5,0.3,0.4,2.1,1.4,0.2,0.4
35,New Mexico,NM,35049,Santa Fe County,35049010308,Census Tract 103.08; Santa Fe County; New Mexico,54.505172232212,2519,391,1013,94,947,102,940,292,87,44,298,86,453,165,417,184,569,155,463,240,378,153,30,36,210,142,1891,419,0,18,455,77,33,28,32,31,0,13,37.3,10.0,7.3,3.7,31.5,8.4,26.1,8.4,16.6,7.1,22.6,5.6,18.4,8.2,15.0,5.2,3.2,3.8,9.0,6.0,75.1,11.9,0.0,1.8,44.9,7.0,3.5,2.9,3.4,3.1,0.0,0.5,0.6717,0.6606,0.73,0.864,0.845,3.7713,0.9083,0.7247,0.33,0.445,0.245,0.8789,2.6236,0.565,0.6733,0.6733,0.6733,0.0,0.8902,0.6417,0.4717,0.0,2.0036,0.365,9.0718,0.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,158,67,5,7,1757,348,0,13,13,21,0,13,116,63,0,13,16.7,6.7,0.2,0.3,69.7,6.5,0.0,1.6,0.5,0.8,0.0,1.6,4.6,2.5,0.0,1.6
35,New Mexico,NM,35049,Santa Fe County,35049010309,Census Tract 103.09; Santa Fe County; New Mexico,437.163203396328,1688,369,1315,310,1090,306,239,180,64,50,269,106,10,14,140,149,504,143,147,101,267,220,52,59,0,52,166,537,0,18,63,50,20,30,7,12,1,2,14.2,10.2,8.2,6.5,24.7,6.8,0.7,1.0,8.3,8.2,29.9,10.1,8.7,5.7,15.8,11.5,4.8,5.2,0.0,3.2,9.8,31.7,0.0,1.4,4.8,4.0,1.8,2.7,0.6,1.2,0.1,0.1,0.185,0.6922,0.5283,0.0299,0.5117,1.9471,0.3133,0.8773,0.058,0.49,0.3817,0.0,1.807,0.16,0.0017,0.0017,0.0017,0.0,0.3894,0.435,0.1267,0.4312,1.3823,0.1483,5.1381,0.1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,237,172,28,39,52,39,4,7,0,13,0,13,82,66,0,13,21.7,12.7,1.7,2.4,3.1,2.5,0.2,0.4,0.0,2.3,0.0,2.3,4.9,4.2,0.0,2.3
35,New Mexico,NM,35049,Santa Fe County,35049010310,Census Tract 103.10; Santa Fe County; New Mexico,370.542796352762,1192,317,646,151,548,155,77,45,0,13,111,58,35,35,21,22,555,267,208,137,227,86,20,28,0,52,343,434,0,18,186,56,4,14,17,16,0,13,6.5,3.4,0.0,11.4,20.3,8.9,3.8,4.1,1.8,1.9,46.6,16.7,17.4,10.3,19.2,8.7,3.6,5.0,0.0,4.4,28.8,35.6,0.0,2.8,28.8,10.7,0.7,2.5,3.1,2.9,0.0,1.1,0.0367,0.0,0.385,0.1774,0.0567,0.6558,0.0217,0.9784,0.2852,0.6833,0.275,0.0,2.2219,0.3167,0.0547,0.0547,0.0547,0.0,0.7155,0.2917,0.4383,0.0,1.4455,0.1683,4.3779,0.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,414,85,45,0,13,275,135,17,23,0,13,0,13,51,46,0,13,15.5,8.5,0.0,3.3,23.1,11.2,1.4,1.9,0.0,3.3,0.0,3.3,4.3,4.1,0.0,3.3
35,New Mexico,NM,35049,Santa Fe County,35049010311,Census Tract 103.11; Santa Fe County; New Mexico,60.374323019986,5054,709,2260,318,2171,329,779,292,51,50,532,277,217,139,658,363,1265,344,745,163,968,373,54,47,189,158,1431,975,0,26,565,211,45,36,212,178,1,2,15.5,5.4,2.4,2.3,24.5,12.2,5.3,3.3,13.1,6.1,25.0,4.6,14.7,3.4,19.2,5.5,2.5,2.1,3.9,3.2,28.3,18.9,0.0,1.2,25.0,8.5,2.1,1.6,9.8,7.7,0.0,0.0,0.21,0.1947,0.5233,0.2471,0.745,1.9201,0.3017,0.7861,0.1774,0.6833,0.1983,0.7015,2.5466,0.51,0.0514,0.0514,0.0514,0.0,0.6622,0.475,0.7933,0.0,1.9305,0.345,6.4486,0.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,347,193,7,11,1082,294,17,27,59,59,0,19,199,163,67,99,16.0,8.0,0.1,0.2,21.4,5.6,0.3,0.5,1.2,1.2,0.0,0.8,3.9,3.3,1.3,1.9
35,New Mexico,NM,35049,Santa Fe County,35049010312,Census Tract 103.12; Santa Fe County; New Mexico,24.032601614156,4831,492,1862,217,1705,201,1588,588,176,111,382,134,320,152,349,207,737,199,1329,337,717,196,47,43,58,85,2329,641,0,18,617,173,63,42,20,25,6,3,33.0,11.8,8.4,4.8,22.4,7.4,9.8,4.3,7.3,4.2,15.3,4.0,27.5,5.7,14.9,3.8,2.8,2.5,1.3,1.9,48.2,12.3,0.0,1.0,33.1,8.8,3.7,2.4,1.2,1.4,0.1,0.1,0.5783,0.6988,0.45,0.4378,0.445,2.6099,0.5483,0.3615,0.796,0.4383,0.2133,0.4013,2.2104,0.31,0.2289,0.2289,0.2289,0.0,0.7737,0.6567,0.2067,0.4312,2.0683,0.3917,7.1175,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981,109,92,20,31,2096,536,0,13,34,32,0,13,179,109,0,13,6.4,5.2,0.4,0.7,43.4,8.6,0.0,0.8,0.7,0.7,0.0,0.8,3.7,2.4,0.0,0.8
35,New Mexico,NM,35049,Santa Fe County,35049010315,Census Tract 103.15; Santa Fe County; New Mexico,1.13792174491,2421,346,1304,124,1226,131,299,122,8,13,364,110,76,71,144,85,1147,191,231,85,446,120,22,23,34,60,970,421,0,18,0,13,0,18,20,23,12,3,12.4,4.7,0.7,1.1,29.7,8.4,3.6,3.1,5.9,3.2,47.4,6.8,9.5,3.3,18.4,5.0,1.8,1.9,1.4,2.5,40.1,16.4,0.0,1.4,0.0,3.0,0.0,1.5,1.6,1.9,0.5,0.1,0.15,0.0666,0.6783,0.1625,0.335,1.3924,0.145,0.9801,0.0647,0.6467,0.1483,0.4229,2.2627,0.345,0.1443,0.1443,0.1443,0.0,0.0,0.0,0.2633,0.597,0.8603,0.055,4.6597,0.0883,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1914,135,76,74,77,772,187,29,50,23,22,0,13,72,62,0,13,11.0,6.1,3.1,3.0,31.9,6.7,1.2,2.0,1.0,0.9,0.0,1.6,3.0,2.4,0.0,1.6
35,New Mexico,NM,35049,Santa Fe County,35049010316,Census Tract 103.16; Santa Fe County; New Mexico,0.855103574318,1660,279,785,79,708,93,136,45,62,85,149,49,113,102,133,115,668,192,250,118,232,67,27,23,53,97,678,332,23,21,0,13,0,18,19,15,30,6,8.2,2.4,8.4,10.3,21.0,6.3,8.3,6.7,8.1,6.1,40.2,9.2,15.1,5.8,14.1,4.2,3.8,3.2,3.2,5.9,40.8,18.8,2.9,2.7,0.0,5.0,0.0,2.5,2.7,2.1,1.8,0.2,0.075,0.6988,0.405,0.3698,0.5017,2.0503,0.345,0.9536,0.1907,0.3867,0.2983,0.6633,2.4926,0.4783,0.1542,0.1542,0.1542,0.6206,0.0,0.0,0.3733,0.7595,1.7534,0.2767,6.4505,0.28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1308,44,33,15,23,579,201,12,11,34,40,0,13,38,33,0,13,6.2,4.5,0.9,1.3,34.9,8.7,0.7,0.7,2.0,2.4,0.0,2.4,2.3,1.9,0.0,2.4
