ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42001,Adams County,42001030101,Census Tract 301.01; Adams County; Pennsylvania,21.149361763036,2658,14,1173,95,1061,90,174,85,36,26,233,94,181,69,206,127,521,108,560,88,292,70,24,26,47,61,341,153,0,15,43,26,8,17,6,9,0,11,6.6,3.2,2.4,1.8,22.0,8.7,9.1,3.5,7.8,4.8,19.6,4.1,21.1,3.3,11.0,2.7,2.3,2.4,1.9,2.4,12.8,5.8,0.0,1.3,3.7,2.2,0.8,1.6,0.6,0.8,0.0,0.4,0.1345,0.1959,0.4794,0.6445,0.7932,2.2475,0.4281,0.5333,0.5752,0.2866,0.2456,0.7568,2.3975,0.4715,0.4392,0.4392,0.4392,0.0,0.7248,0.515,0.0438,0.0,1.2836,0.1374,6.3678,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,68,29,2,4,207,104,8,10,0,11,0,11,113,86,11,15,6.4,2.7,0.1,0.2,7.8,3.9,0.3,0.4,0.0,1.1,0.0,1.1,4.3,3.2,0.4,0.6
42,Pennsylvania,PA,42093,Montour County,42093050100,Census Tract 501; Montour County; Pennsylvania,55.461799783022,3767,204,1617,127,1477,126,677,138,59,30,268,66,307,72,520,155,596,86,907,114,310,79,51,27,24,43,149,288,11,12,174,55,60,38,115,41,12,2,18.1,3.6,3.1,1.5,18.1,4.2,12.5,2.9,14.0,4.0,15.8,2.2,24.1,2.5,8.4,2.1,3.5,1.8,0.7,1.2,4.0,7.6,0.7,0.7,10.8,3.4,4.1,2.5,7.8,2.7,0.3,0.1,0.5479,0.2905,0.3141,0.7957,0.9474,2.8956,0.6384,0.3255,0.7779,0.1348,0.3891,0.5441,2.1714,0.3276,0.116,0.116,0.116,0.3046,0.8774,0.8994,0.5644,0.4905,3.1363,0.8609,8.3193,0.6375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,274,66,5,7,93,55,1,4,0,11,0,11,50,26,0,11,18.6,4.2,0.1,0.2,2.5,1.4,0.0,0.1,0.0,0.8,0.0,0.8,1.3,0.7,0.0,0.8
42,Pennsylvania,PA,42093,Montour County,42093050200,Census Tract 502; Montour County; Pennsylvania,8.204628117596,4494,52,1856,129,1797,122,545,215,60,33,541,169,197,97,80,58,1157,142,872,165,550,173,122,72,54,81,875,228,133,74,12,18,18,24,249,99,639,26,14.1,5.5,3.1,1.7,30.1,9.2,5.8,2.8,2.1,1.5,25.7,3.1,19.4,3.7,14.2,4.4,6.8,4.0,1.3,1.9,19.5,5.1,7.2,4.0,0.6,1.0,1.0,1.3,13.9,5.4,14.2,0.6,0.4036,0.2905,0.7359,0.4091,0.205,2.0441,0.3648,0.8488,0.4436,0.5057,0.6829,0.6777,3.1587,0.8574,0.5801,0.5801,0.5801,0.6383,0.5354,0.5618,0.7418,0.9452,3.4225,0.9294,9.2054,0.7635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11312,212,85,222,96,155,109,422,135,17,20,0,11,59,46,0,11,11.8,4.5,4.9,2.2,3.4,2.4,9.4,3.0,0.4,0.4,0.0,0.7,1.3,1.0,0.0,0.7
42,Pennsylvania,PA,42093,Montour County,42093050300,Census Tract 503; Montour County; Pennsylvania,1.555477930442,4265,27,2205,203,2016,149,1083,403,48,39,553,190,218,122,165,93,884,190,945,201,812,219,236,132,32,53,547,231,206,99,0,11,72,98,349,114,123,35,26.2,9.7,2.4,1.9,27.4,9.2,7.0,3.8,3.9,2.2,20.7,4.4,22.2,4.7,19.3,5.2,11.7,6.5,0.8,1.4,12.8,5.4,9.3,4.4,0.0,1.3,3.6,4.9,17.3,5.2,2.9,0.8,0.745,0.1959,0.6724,0.5062,0.4482,2.5677,0.5307,0.5983,0.6616,0.8115,0.8671,0.5775,3.516,0.9376,0.4392,0.4392,0.4392,0.6933,0.0,0.8744,0.7974,0.806,3.1711,0.8697,9.694,0.8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8436,356,111,175,123,128,103,226,144,0,11,0,11,18,21,0,11,17.7,5.3,4.1,2.9,3.0,2.4,5.3,3.4,0.0,0.7,0.0,0.7,0.4,0.5,0.0,0.7
42,Pennsylvania,PA,42093,Montour County,42093050400,Census Tract 504; Montour County; Pennsylvania,65.109367522814,5639,200,2418,114,2343,119,597,141,47,26,386,89,256,76,109,51,1176,115,966,113,726,135,61,30,26,64,237,284,2,16,284,64,1,16,72,36,6,11,10.6,2.5,1.5,0.8,16.5,3.7,5.9,1.8,1.9,0.9,20.9,2.2,17.1,1.8,12.9,2.4,2.6,1.3,0.5,1.2,4.2,5.0,0.1,0.7,11.7,2.7,0.0,0.7,3.1,1.5,0.1,0.2,0.2779,0.0937,0.2347,0.4182,0.1803,1.2048,0.1374,0.61,0.2848,0.4112,0.2835,0.4779,2.0674,0.2729,0.1248,0.1248,0.1248,0.2549,0.8915,0.0,0.2541,0.3021,1.7026,0.2668,5.0996,0.1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,296,60,12,20,141,51,11,17,0,16,0,16,66,42,7,11,12.6,2.6,0.2,0.4,2.5,0.9,0.2,0.3,0.0,0.5,0.0,0.5,1.2,0.7,0.1,0.2
42,Pennsylvania,PA,42095,Northampton County,42095010100,Census Tract 101; Northampton County; Pennsylvania,0.648981863312,3984,500,1543,190,1489,196,404,250,106,51,478,184,120,68,336,197,586,98,1126,317,404,169,271,166,207,138,1540,599,63,62,0,11,44,40,109,74,16,3,10.1,6.1,4.6,2.2,32.1,11.6,4.6,2.6,8.4,4.8,14.7,3.1,28.3,5.4,10.1,3.9,18.2,10.9,5.4,3.5,38.7,14.2,4.1,4.0,0.0,1.9,3.0,2.7,7.3,5.0,0.4,0.1,0.2635,0.4988,0.7747,0.3151,0.8182,2.6703,0.5666,0.2716,0.9139,0.2338,0.9509,0.9065,3.2767,0.8897,0.7852,0.7852,0.7852,0.5251,0.0,0.8379,0.5424,0.5403,2.4457,0.6044,9.1779,0.7617,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,3,2993,106,53,37,57,1075,393,193,121,0,11,0,11,103,87,132,207,7.1,3.8,0.9,1.4,27.0,8.0,4.8,3.1,0.0,0.7,0.0,0.7,2.6,2.2,3.3,5.0
42,Pennsylvania,PA,42095,Northampton County,42095010200,Census Tract 102; Northampton County; Pennsylvania,2.837868618998,3693,389,1608,173,1574,173,271,132,124,91,233,105,92,76,176,103,1546,247,483,118,692,157,47,46,2,42,536,549,165,58,0,11,8,17,59,40,69,4,7.4,3.5,7.9,5.2,14.8,6.5,3.0,2.5,4.8,2.8,41.9,5.1,13.1,2.7,19.0,4.0,3.0,2.9,0.1,1.2,14.5,14.8,10.3,3.4,0.0,1.8,0.5,1.1,3.7,2.5,1.9,0.2,0.163,0.7803,0.1641,0.177,0.5589,1.8433,0.3036,0.993,0.1122,0.7959,0.3294,0.2989,2.5294,0.5597,0.4788,0.4788,0.4788,0.7168,0.0,0.4318,0.3038,0.7457,2.1981,0.4874,7.0496,0.4122,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2695,149,53,43,41,308,183,71,68,0,11,0,11,91,84,23,38,9.5,3.4,1.2,1.1,8.3,4.8,1.9,1.9,0.0,0.8,0.0,0.8,2.5,2.2,0.6,1.0
42,Pennsylvania,PA,42095,Northampton County,42095010300,Census Tract 103; Northampton County; Pennsylvania,0.679648014662,2976,336,1587,167,1478,177,265,129,58,49,238,88,172,76,117,122,902,247,306,62,338,94,53,49,123,92,684,499,118,65,0,11,0,15,30,36,104,14,9.2,4.4,3.3,2.8,16.1,5.6,6.9,3.2,3.9,4.0,30.3,6.3,10.3,1.9,11.4,3.7,3.6,3.3,4.2,3.1,23.0,16.6,7.4,4.0,0.0,1.9,0.0,1.0,2.0,2.5,3.5,0.3,0.2347,0.3217,0.2168,0.4977,0.4482,1.7191,0.261,0.9429,0.0627,0.3128,0.3997,0.8787,2.5968,0.5982,0.637,0.637,0.637,0.6457,0.0,0.0,0.1594,0.8353,1.6404,0.2435,6.5933,0.3392,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1890,120,67,126,85,434,159,85,83,0,11,0,11,31,31,8,12,8.1,4.6,4.2,3.0,14.6,5.2,2.9,2.9,0.0,1.0,0.0,1.0,1.0,1.1,0.3,0.4
42,Pennsylvania,PA,42095,Northampton County,42095010400,Census Tract 104; Northampton County; Pennsylvania,1.000655147972,5660,601,2206,299,2206,299,580,284,202,132,534,240,25,31,209,150,1084,203,1169,264,841,273,56,56,4,62,1931,771,53,68,0,16,0,22,40,40,4,2,10.3,4.9,6.6,4.3,24.2,10.4,0.6,0.8,3.7,2.6,19.2,3.4,20.7,3.5,14.9,4.4,2.5,2.5,0.1,1.2,34.1,13.1,2.4,3.1,0.0,1.3,0.0,1.0,1.8,1.8,0.1,0.0,0.2688,0.6892,0.5671,0.0249,0.4194,1.9694,0.3416,0.5104,0.5464,0.5571,0.27,0.2989,2.1828,0.3341,0.7521,0.7521,0.7521,0.4308,0.0,0.0,0.1391,0.3021,0.872,0.0624,5.7763,0.2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888,330,205,696,322,1090,497,110,102,35,57,0,16,0,16,0,16,15.0,8.2,12.3,5.2,19.3,8.1,1.9,1.8,0.6,1.0,0.0,0.5,0.0,0.5,0.0,0.5
42,Pennsylvania,PA,42095,Northampton County,42095010500,Census Tract 105; Northampton County; Pennsylvania,0.767406296548,4422,605,1778,228,1778,228,2753,638,181,102,758,210,548,150,229,128,662,175,1444,383,960,321,494,180,448,181,3491,662,381,209,0,11,22,24,332,143,19,5,62.6,11.6,8.8,4.8,42.6,10.5,22.8,7.0,5.2,2.9,15.0,4.7,32.7,6.5,21.7,7.3,27.8,9.5,11.5,4.4,78.9,10.4,21.4,11.4,0.0,1.7,1.2,1.3,18.7,8.5,0.4,0.1,0.9809,0.8252,0.9162,0.9557,0.5959,4.2739,0.9438,0.2854,0.9748,0.8907,0.9897,0.9628,4.1034,0.9944,0.9226,0.9226,0.9226,0.8765,0.0,0.6097,0.8162,0.5403,2.8427,0.7735,12.1426,0.9832,1,0,1,1,0,3,0,1,0,1,1,3,1,1,0,0,0,0,0,0,7,3744,301,116,324,263,3023,661,0,11,0,11,0,11,144,146,0,11,16.9,7.2,7.3,6.1,68.4,9.3,0.0,0.7,0.0,0.7,0.0,0.7,3.3,3.3,0.0,0.7
42,Pennsylvania,PA,42095,Northampton County,42095010601,Census Tract 106.01; Northampton County; Pennsylvania,0.605159286312,4530,789,1675,202,1664,201,576,282,82,70,402,161,569,225,520,431,777,257,928,313,671,237,134,106,225,125,2179,1038,51,33,10,16,67,54,123,86,4,2,12.7,5.8,3.5,3.0,24.2,9.2,17.5,6.8,11.5,8.5,17.2,6.4,20.5,5.2,14.8,4.7,8.0,6.3,5.2,2.7,48.1,21.3,3.0,1.9,0.6,1.0,4.0,3.2,7.4,5.2,0.1,0.0,0.3575,0.3511,0.5671,0.9024,0.9104,3.0885,0.7005,0.3988,0.5333,0.5492,0.7468,0.901,3.1291,0.8468,0.8327,0.8327,0.8327,0.469,0.5354,0.8932,0.5471,0.3021,2.7468,0.7294,9.7971,0.8294,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3288,174,79,164,180,1949,657,0,11,10,16,10,21,46,43,0,11,10.5,4.9,3.6,4.1,43.0,11.9,0.0,0.7,0.2,0.4,0.2,0.5,1.0,1.0,0.0,0.7
42,Pennsylvania,PA,42095,Northampton County,42095010602,Census Tract 106.02; Northampton County; Pennsylvania,0.492220976394,2892,314,1536,206,1370,178,986,226,72,80,449,152,214,137,126,81,891,213,541,80,454,141,46,54,43,63,984,451,282,122,0,11,12,22,186,91,57,3,34.7,7.0,5.0,5.3,32.8,10.2,9.3,5.8,4.4,2.8,30.8,6.7,18.7,2.7,16.0,4.6,3.3,3.9,1.5,2.2,34.0,15.2,18.4,7.5,0.0,1.9,0.9,1.6,13.6,6.3,2.0,0.2,0.8437,0.5429,0.7876,0.6577,0.5134,3.3453,0.7767,0.949,0.3909,0.6326,0.3665,0.7099,3.0489,0.8185,0.7512,0.7512,0.7512,0.8489,0.0,0.5394,0.7338,0.7515,2.8736,0.7818,10.019,0.8461,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2743,353,110,27,32,929,210,0,11,0,11,0,11,28,42,0,11,25.8,7.3,0.9,1.1,32.1,7.1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.4,0.0,1.0
42,Pennsylvania,PA,42095,Northampton County,42095010700,Census Tract 107; Northampton County; Pennsylvania,0.437325766238,4568,510,1620,168,1544,190,1290,406,82,72,633,226,229,122,499,299,450,111,554,194,490,127,45,41,328,285,1873,598,22,26,0,11,33,34,143,93,1073,44,36.7,10.3,3.9,3.3,41.0,13.7,8.8,4.6,10.9,5.9,9.9,2.8,12.1,3.8,10.7,2.9,2.9,2.6,7.3,6.3,41.0,12.3,1.4,1.6,0.0,1.8,2.2,2.2,9.3,6.0,23.5,2.8,0.864,0.4066,0.9012,0.6237,0.8957,3.6912,0.847,0.0917,0.0882,0.2687,0.3209,0.9338,1.7033,0.1312,0.8002,0.8002,0.8002,0.3684,0.0,0.7565,0.6235,0.9625,2.7109,0.7176,8.9056,0.7252,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,8701,173,85,344,222,1214,373,182,117,0,11,0,11,117,91,16,25,11.2,5.5,7.5,4.6,26.6,6.3,4.0,2.6,0.0,0.7,0.0,0.7,2.6,1.9,0.4,0.5
42,Pennsylvania,PA,42095,Northampton County,42095010800,Census Tract 108; Northampton County; Pennsylvania,0.300463031992,3139,835,1557,129,1414,136,1334,670,52,38,499,148,229,115,193,112,737,233,233,77,697,230,29,22,47,60,643,1159,747,144,7,11,28,41,349,122,169,20,44.5,18.4,2.9,2.4,35.3,9.9,10.8,5.4,6.2,2.8,23.5,8.6,7.4,3.3,22.4,7.9,2.1,1.5,1.6,2.0,20.5,36.5,48.0,8.3,0.4,0.7,2.0,2.9,24.7,7.4,5.4,1.6,0.9204,0.2635,0.8288,0.7295,0.684,3.4262,0.7938,0.7677,0.0393,0.9093,0.2224,0.724,2.6627,0.6376,0.5977,0.5977,0.5977,0.9706,0.5054,0.7394,0.8794,0.8866,3.9814,0.9921,10.668,0.9009,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,5293,370,140,95,66,455,172,10,15,0,11,1,3,56,42,26,45,26.2,8.9,3.0,2.2,14.5,6.2,0.3,0.4,0.0,0.9,0.0,0.1,1.8,1.4,0.8,1.4
42,Pennsylvania,PA,42095,Northampton County,42095010900,Census Tract 109; Northampton County; Pennsylvania,0.21221903379,3594,383,1648,253,1587,261,724,316,143,107,730,267,315,114,327,206,399,148,537,139,825,248,117,76,187,122,2809,449,38,34,0,11,13,25,288,132,2,1,20.1,8.5,7.0,5.1,46.0,15.0,12.9,5.0,9.1,5.1,11.1,4.2,14.9,3.7,23.0,6.9,7.4,4.6,5.3,3.4,78.2,9.3,2.3,2.0,0.0,1.8,0.8,1.6,18.1,8.3,0.1,0.0,0.6181,0.7194,0.9391,0.808,0.8432,3.9278,0.8885,0.1263,0.1755,0.9201,0.7194,0.903,2.8443,0.7238,0.9206,0.9206,0.9206,0.4237,0.0,0.515,0.8085,0.3021,2.0493,0.4156,9.742,0.8244,0,0,1,0,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,4,1360,360,215,423,272,2231,462,0,11,0,11,0,11,145,102,10,15,22.7,11.6,11.8,7.5,62.1,9.5,0.0,0.8,0.0,0.8,0.0,0.8,4.0,2.8,0.3,0.4
42,Pennsylvania,PA,42095,Northampton County,42095011000,Census Tract 110; Northampton County; Pennsylvania,0.251702596514,3877,736,1470,153,1271,176,2007,656,126,89,728,211,295,124,239,129,366,110,393,242,556,191,29,48,216,112,2307,862,530,136,0,11,48,67,390,160,418,11,56.9,14.3,7.0,4.6,57.3,14.6,17.3,7.5,6.2,3.0,9.4,3.2,10.1,5.6,14.3,4.8,2.3,3.8,5.8,2.8,59.5,19.2,36.1,8.5,0.0,2.0,3.8,5.2,30.7,11.7,10.8,2.1,0.9703,0.7194,0.9885,0.8986,0.684,4.2608,0.942,0.0815,0.0601,0.5125,0.2456,0.9115,1.8112,0.1674,0.8714,0.8714,0.8714,0.9468,0.0,0.8847,0.9165,0.9347,3.6827,0.9732,10.6261,0.8967,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,3,6,5865,238,141,1142,608,691,274,409,212,0,11,0,11,44,36,21,29,18.7,10.7,29.5,13.1,17.8,6.4,10.5,5.7,0.0,0.8,0.0,0.8,1.1,1.0,0.5,0.8
42,Pennsylvania,PA,42095,Northampton County,42095011100,Census Tract 111; Northampton County; Pennsylvania,0.349247405794,3622,159,75,35,75,35,82,48,62,62,38,26,13,19,82,51,0,11,59,32,105,52,5,13,9,45,1320,227,4,12,0,11,0,15,13,9,3401,46,37.1,33.6,6.0,5.6,50.7,25.3,14.8,18.9,2.3,1.4,0.0,0.8,1.6,0.9,2.9,1.4,6.7,17.0,0.2,1.2,36.4,6.1,5.3,15.8,0.0,31.7,0.0,20.0,17.3,15.6,93.9,4.3,0.8678,0.6445,0.9682,0.8499,0.2273,3.5577,0.8197,0.0,0.0111,0.0029,0.6762,0.3364,1.0266,0.0294,0.7703,0.7703,0.7703,0.5739,0.0,0.0,0.7974,0.9933,2.3646,0.5688,7.7192,0.5343,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7504,4,6,376,116,350,109,483,179,0,11,0,11,68,45,43,34,5.3,8.0,10.4,3.2,9.7,3.0,13.3,4.6,0.0,0.8,0.0,0.8,1.9,1.2,1.2,1.0
42,Pennsylvania,PA,42095,Northampton County,42095011200,Census Tract 112; Northampton County; Pennsylvania,0.525171307176,5369,1003,2438,370,2167,385,2772,898,286,145,1082,352,858,334,482,291,879,294,1216,400,1264,401,341,149,437,176,4093,1077,156,113,0,16,96,69,592,231,139,23,51.7,13.7,10.6,5.4,49.9,13.6,23.8,7.8,9.0,4.9,16.4,5.8,22.6,4.8,23.6,7.8,15.7,6.3,8.6,3.1,76.2,14.1,6.4,4.5,0.0,1.2,4.5,3.1,27.3,9.6,2.6,0.6,0.9556,0.8872,0.9621,0.9619,0.8402,4.607,0.9835,0.3577,0.6918,0.9286,0.9256,0.9452,3.8489,0.9803,0.9156,0.9156,0.9156,0.6086,0.0,0.9147,0.8938,0.7917,3.2088,0.8818,12.5803,0.9932,1,0,1,1,0,3,0,0,1,1,1,3,1,1,0,0,1,0,0,1,8,3032,625,224,1426,566,2455,667,0,16,19,20,0,16,193,171,0,16,28.8,8.8,26.6,8.5,45.7,8.1,0.0,0.6,0.4,0.4,0.0,0.6,3.6,3.3,0.0,0.6
42,Pennsylvania,PA,42095,Northampton County,42095011300,Census Tract 113; Northampton County; Pennsylvania,5.703431562252,4446,474,2077,245,1985,242,1058,377,110,62,904,326,388,115,378,173,587,273,832,165,574,178,109,84,442,198,2355,611,774,226,0,11,41,55,221,135,51,4,24.3,8.3,4.9,2.7,45.5,15.5,11.9,4.2,8.5,3.9,13.2,5.6,18.7,3.0,12.9,4.0,5.5,4.2,10.7,4.6,53.0,12.5,37.3,10.0,0.0,1.4,2.1,2.8,11.1,6.7,1.1,0.1,0.7092,0.5306,0.9359,0.7767,0.8232,3.7756,0.8641,0.2016,0.3909,0.4112,0.5932,0.9569,2.5538,0.5729,0.8497,0.8497,0.8497,0.9512,0.0,0.7482,0.6776,0.685,3.062,0.8447,10.2411,0.8647,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,12565,396,237,113,92,1479,276,499,226,0,11,0,11,263,173,1,3,19.9,10.5,2.5,2.1,33.3,5.9,11.2,5.1,0.0,0.7,0.0,0.7,5.9,3.7,0.0,0.1
42,Pennsylvania,PA,42095,Northampton County,42095014100,Census Tract 141; Northampton County; Pennsylvania,1.153283585184,6108,372,1754,168,1573,167,171,98,97,65,268,118,86,78,204,147,731,184,415,130,419,169,17,21,30,76,1516,552,193,87,0,16,0,22,9,15,2818,103,5.2,2.9,3.4,2.2,17.0,7.3,3.1,2.8,3.3,2.3,12.0,2.8,6.8,1.9,6.9,2.7,1.1,1.3,0.5,1.3,24.8,8.9,11.0,4.8,0.0,1.7,0.0,1.4,0.6,0.9,46.1,3.3,0.0908,0.334,0.2571,0.1841,0.3636,1.2296,0.1436,0.1565,0.0334,0.0734,0.1144,0.4779,0.8556,0.0197,0.6616,0.6616,0.6616,0.7318,0.0,0.0,0.0438,0.9839,1.7595,0.2871,4.5063,0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7186,28,27,581,190,445,221,267,144,0,16,0,16,180,93,43,52,1.8,1.7,9.5,3.1,7.3,3.5,4.4,2.3,0.0,0.5,0.0,0.5,2.9,1.5,0.7,0.8
42,Pennsylvania,PA,42095,Northampton County,42095014200,Census Tract 142; Northampton County; Pennsylvania,0.479778839444,6347,829,2694,371,2514,416,1936,674,174,178,1108,347,867,310,161,133,899,177,1310,420,1099,369,270,151,293,196,3553,961,350,239,0,16,15,30,451,341,21,5,30.6,9.9,5.3,5.0,44.1,11.7,20.0,6.7,2.5,2.2,14.2,3.3,20.6,5.7,17.3,5.3,10.7,5.7,5.0,3.3,56.0,13.3,13.0,8.7,0.0,1.1,0.6,1.2,17.9,11.6,0.3,0.1,0.8014,0.5764,0.9282,0.9335,0.2535,3.493,0.8055,0.2435,0.5388,0.7066,0.8462,0.8975,3.2326,0.8779,0.8579,0.8579,0.8579,0.7654,0.0,0.4615,0.8065,0.4905,2.5239,0.6362,10.1074,0.8555,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2272,449,222,678,333,2317,720,0,16,0,16,0,16,404,320,154,236,17.9,8.8,10.7,5.3,36.5,9.2,0.0,0.5,0.0,0.5,0.0,0.5,6.4,5.1,2.4,3.6
42,Pennsylvania,PA,42095,Northampton County,42095014300,Census Tract 143; Northampton County; Pennsylvania,0.416697880786,3845,593,1637,199,1407,194,1055,461,20,23,400,144,501,181,456,237,408,100,915,344,426,168,131,73,286,167,1782,736,54,45,0,11,110,118,248,155,649,23,32.9,13.1,1.3,1.4,28.4,9.5,19.8,6.8,14.2,6.8,10.6,2.9,23.8,6.1,13.3,4.4,9.3,5.0,7.5,4.3,46.3,17.8,3.3,2.7,0.0,1.8,7.8,8.3,17.6,10.4,16.9,2.7,0.8237,0.0758,0.6959,0.9326,0.9501,3.4781,0.8023,0.1131,0.7609,0.4405,0.8062,0.9364,3.0571,0.8224,0.8242,0.8242,0.8242,0.4846,0.0,0.9721,0.8015,0.9546,3.2128,0.8835,10.5722,0.8929,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,2,5,3145,218,96,482,199,914,357,0,11,0,11,0,11,367,272,19,30,15.5,6.9,12.5,4.8,23.8,8.5,0.0,0.8,0.0,0.8,0.0,0.8,9.5,6.3,0.5,0.8
42,Pennsylvania,PA,42095,Northampton County,42095014400,Census Tract 144; Northampton County; Pennsylvania,0.319424887314,2753,346,1687,182,1446,189,576,191,86,75,543,172,239,75,333,192,722,152,198,117,315,105,55,56,177,126,1001,506,589,160,0,11,28,36,287,92,353,9,23.6,7.0,4.9,4.0,37.6,10.8,10.2,3.3,13.5,6.8,26.2,4.6,7.2,4.0,12.7,4.6,3.8,3.8,6.5,4.6,36.4,17.8,34.9,8.7,0.0,1.8,1.9,2.5,19.8,6.5,12.8,1.6,0.6968,0.5306,0.8638,0.7046,0.9407,3.7365,0.8573,0.8658,0.0357,0.3997,0.4244,0.9232,2.6488,0.6297,0.7703,0.7703,0.7703,0.9433,0.0,0.7271,0.8303,0.9411,3.4418,0.9329,10.5974,0.895,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,4,4512,318,89,338,163,499,203,48,55,4,10,0,11,104,97,8,14,22.0,6.0,12.3,5.9,18.1,7.1,1.7,1.9,0.1,0.4,0.0,1.1,3.8,3.6,0.3,0.5
